YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-02,WEEKDAY,9,TRAIN,CC20,4162,3223
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW16/NE3/TE17,3403,5178
2023-02,WEEKDAY,8,TRAIN,EW16/NE3/TE17,14761,61337
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW18,5127,4035
2023-02,WEEKDAY,11,TRAIN,EW18,9375,7311
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,TE7,1159,1127
2023-02,WEEKDAY,8,TRAIN,TE7,5551,7327
2023-02,WEEKDAY,5,TRAIN,CC17/TE9,1366,93
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC17/TE9,245,20
2023-02,WEEKDAY,12,TRAIN,BP2,1753,1208
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,BP2,1030,765
2023-02,WEEKDAY,17,TRAIN,EW12/DT14,53179,36802
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW12/DT14,23753,18423
2023-02,WEEKDAY,22,TRAIN,PE7,529,2235
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,PE7,200,1066
2023-02,WEEKDAY,19,TRAIN,BP9,1198,3384
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,BP9,395,643
2023-02,WEEKDAY,11,TRAIN,NE17/PTC,20712,17659
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE17/PTC,13254,11542
2023-02,WEEKDAY,0,TRAIN,TE15,10,43
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,TE15,2,29
2023-02,WEEKDAY,21,TRAIN,NS7,9025,14745
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,NS7,5061,5354
2023-02,WEEKDAY,21,TRAIN,BP5,778,1042
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,BP5,253,402
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,TE15,555,785
2023-02,WEEKDAY,8,TRAIN,TE15,3043,6184
2023-02,WEEKDAY,23,TRAIN,CC19/DT9,723,583
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,CC19/DT9,254,256
2023-02,WEEKDAY,9,TRAIN,EW27,26196,22324
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW27,10882,6846
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,TE15,239,694
2023-02,WEEKDAY,7,TRAIN,TE15,3644,4829
2023-02,WEEKDAY,8,TRAIN,EW15,7147,90330
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW15,1186,4325
2023-02,WEEKDAY,23,TRAIN,EW22,1137,1369
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,EW22,200,629
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,CE1/DT16,2364,8018
2023-02,WEEKDAY,8,TRAIN,CE1/DT16,5597,23138
2023-02,WEEKDAY,14,TRAIN,NS8,10340,10322
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,NS8,5032,4344
2023-02,WEEKDAY,6,TRAIN,TE13,358,1000
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE13,64,197
2023-02,WEEKDAY,23,TRAIN,TE16,918,1133
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,TE16,490,605
2023-02,WEEKDAY,22,TRAIN,DT25,885,2474
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,DT25,322,1055
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,DT23,750,558
2023-02,WEEKDAY,19,TRAIN,DT23,4775,2720
2023-02,WEEKDAY,7,TRAIN,CG2,6051,12699
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CG2,2277,4136
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,TE6,288,1592
2023-02,WEEKDAY,23,TRAIN,TE6,548,3449
2023-02,WEEKDAY,5,TRAIN,CC12,474,73
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC12,72,3
2023-02,WEEKDAY,7,TRAIN,EW16/NE3/TE17,14359,56347
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW16/NE3/TE17,2660,5983
2023-02,WEEKDAY,16,TRAIN,NS23,20978,18602
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS23,11980,10295
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,TE15,246,196
2023-02,WEEKDAY,23,TRAIN,TE15,663,381
2023-02,WEEKDAY,5,TRAIN,PE6,1378,125
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,PE6,188,37
2023-02,WEEKDAY,10,TRAIN,DT13,3617,10576
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,DT13,1776,3735
2023-02,WEEKDAY,7,TRAIN,SW7,6426,2470
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,SW7,602,162
2023-02,WEEKDAY,21,TRAIN,DT30,1438,6076
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,DT30,662,2314
2023-02,WEEKDAY,15,TRAIN,NE14,20260,20395
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE14,7718,8615
2023-02,WEEKDAY,17,TRAIN,NE1/CC29,51428,27603
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NE1/CC29,20518,13986
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,DT33,2625,4734
2023-02,WEEKDAY,19,TRAIN,DT33,7080,26530
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,NS24/NE6/CC1,1835,5470
2023-02,WEEKDAY,8,TRAIN,NS24/NE6/CC1,10571,26353
2023-02,WEEKDAY,23,TRAIN,PE1,167,1304
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,PE1,92,543
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,NE1/CC29,19053,9280
2023-02,WEEKDAY,19,TRAIN,NE1/CC29,47806,24447
2023-02,WEEKDAY,7,TRAIN,BP11,12423,2045
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,BP11,1073,251
2023-02,WEEKDAY,20,TRAIN,BP4,1652,1929
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,BP4,245,593
2023-02,WEEKDAY,7,TRAIN,CC3,1038,4522
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC3,148,1118
2023-02,WEEKDAY,21,TRAIN,EW21/CC22,16155,6676
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,EW21/CC22,3566,2419
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,NS8,1512,2382
2023-02,WEEKDAY,23,TRAIN,NS8,2191,5614
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,EW33,0,125
2023-02,WEEKDAY,0,TRAIN,EW33,0,126
2023-02,WEEKDAY,13,TRAIN,NS16,27473,25473
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS16,12968,13044
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,SW4,502,610
2023-02,WEEKDAY,15,TRAIN,SW4,775,2114
2023-02,WEEKDAY,5,TRAIN,TE19,4,2
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT6,2241,1498
2023-02,WEEKDAY,12,TRAIN,DT6,4672,3681
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,BP8,519,463
2023-02,WEEKDAY,17,TRAIN,BP8,2374,2186
2023-02,WEEKDAY,9,TRAIN,TE12,1431,3874
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,TE12,497,1032
2023-02,WEEKDAY,5,TRAIN,NE13,2849,540
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NE13,413,127
2023-02,WEEKDAY,9,TRAIN,EW24/NS1,20435,47387
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW24/NS1,7732,14566
2023-02,WEEKDAY,11,TRAIN,DT18,4849,6923
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT18,868,1735
2023-02,WEEKDAY,14,TRAIN,DT21,3180,3886
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,DT21,1763,2173
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS17/CC15,3378,2270
2023-02,WEEKDAY,6,TRAIN,NS17/CC15,27837,21792
2023-02,WEEKDAY,18,TRAIN,DT22,7745,12116
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,DT22,3598,4860
2023-02,WEEKDAY,17,TRAIN,TE18,6328,3445
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE18,2072,1811
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,EW9,5946,8743
2023-02,WEEKDAY,19,TRAIN,EW9,13443,29108
2023-02,WEEKDAY,9,TRAIN,NS27/CE2/TE20,682,7685
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS27/CE2/TE20,229,551
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE1,855,899
2023-02,WEEKDAY,17,TRAIN,TE1,14448,1790
2023-02,WEEKDAY,11,TRAIN,DT30,4495,1604
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT30,2809,1036
2023-02,WEEKDAY,5,TRAIN,NS8,10976,1673
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,NS8,2050,356
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,EW9,6138,5693
2023-02,WEEKDAY,14,TRAIN,EW9,11848,9687
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT34,772,729
2023-02,WEEKDAY,8,TRAIN,DT34,5525,5842
2023-02,WEEKDAY,15,TRAIN,TE4,2046,1948
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,TE4,978,704
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,NE12/CC13,2546,5902
2023-02,WEEKDAY,23,TRAIN,NE12/CC13,5263,14443
2023-02,WEEKDAY,6,TRAIN,NS3,33791,7004
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS3,4792,1357
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,CG2,6571,3325
2023-02,WEEKDAY,20,TRAIN,CG2,12352,7521
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,CC2,115,663
2023-02,WEEKDAY,7,TRAIN,CC2,543,4524
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW8/CC9,10794,26289
2023-02,WEEKDAY,10,TRAIN,EW8/CC9,14103,27441
2023-02,WEEKDAY,12,TRAIN,NS28,1232,1387
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS28,916,1391
2023-02,WEEKDAY,23,TRAIN,SE4,92,1085
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,SE4,56,431
2023-02,WEEKDAY,13,TRAIN,EW20,8066,7248
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,EW20,4131,3408
2023-02,WEEKDAY,18,TRAIN,BP11,2218,7027
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,BP11,766,1114
2023-02,WEEKDAY,13,TRAIN,NS15,17872,13676
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS15,4481,3045
2023-02,WEEKDAY,21,TRAIN,TE19,1934,500
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,TE19,382,234
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW19,1673,770
2023-02,WEEKDAY,6,TRAIN,EW19,15708,5535
2023-02,WEEKDAY,22,TRAIN,CC14,1727,3096
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,CC14,760,1099
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,CC16,879,1378
2023-02,WEEKDAY,20,TRAIN,CC16,3830,4068
2023-02,WEEKDAY,8,TRAIN,CC16,8450,15684
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,CC16,1282,2224
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,NS5,4907,9502
2023-02,WEEKDAY,19,TRAIN,NS5,13524,45565
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,NS23,10949,2297
2023-02,WEEKDAY,21,TRAIN,NS23,27880,5612
2023-02,WEEKDAY,6,TRAIN,EW2/DT32,41179,20067
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,5219,2991
2023-02,WEEKDAY,22,TRAIN,NS2,6303,14392
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,NS2,2693,5844
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,NS11,13324,4949
2023-02,WEEKDAY,9,TRAIN,NS11,31198,12625
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,DT31,2002,2004
2023-02,WEEKDAY,14,TRAIN,DT31,3701,4508
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,NE17/PTC,4677,7489
2023-02,WEEKDAY,22,TRAIN,NE17/PTC,9781,17957
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE8,387,461
2023-02,WEEKDAY,6,TRAIN,TE8,3440,1641
2023-02,WEEKDAY,12,TRAIN,NE7/DT12,16466,19966
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE7/DT12,10293,14799
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,PE4,503,198
2023-02,WEEKDAY,8,TRAIN,PE4,2019,588
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,DT34,1073,894
2023-02,WEEKDAY,15,TRAIN,DT34,2044,2077
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,TE1,93,324
2023-02,WEEKDAY,23,TRAIN,TE1,137,477
2023-02,WEEKDAY,6,TRAIN,NS8,36432,9733
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS8,4827,1896
2023-02,WEEKDAY,0,TRAIN,SW6,9,300
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,SW6,4,148
2023-02,WEEKDAY,16,TRAIN,NE8,16185,17721
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NE8,10571,12029
2023-02,WEEKDAY,11,TRAIN,EW9,9503,7474
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW9,6074,5122
2023-02,WEEKDAY,11,TRAIN,DT31,4125,2832
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,DT31,2141,1354
2023-02,WEEKDAY,16,TRAIN,EW6,5626,9625
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW6,2721,3582
2023-02,WEEKDAY,15,TRAIN,NE11,8316,4819
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NE11,1934,1879
2023-02,WEEKDAY,10,TRAIN,SE5,1692,743
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SE5,1090,468
2023-02,WEEKDAY,16,TRAIN,BP6/DT1,21774,33080
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,BP6/DT1,10015,11548
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,CC24,2117,1568
2023-02,WEEKDAY,14,TRAIN,CC24,12483,13005
2023-02,WEEKDAY,7,TRAIN,NS18,22418,12894
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,NS18,3152,1368
2023-02,WEEKDAY,20,TRAIN,NE9,10424,14281
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,NE9,3665,5287
2023-02,WEEKDAY,10,TRAIN,TE6,5542,1927
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,TE6,2986,1167
2023-02,WEEKDAY,17,TRAIN,BP7,1303,1713
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,BP7,235,439
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,DT21,2119,1079
2023-02,WEEKDAY,19,TRAIN,DT21,7406,4130
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,PE6,1947,2231
2023-02,WEEKDAY,18,TRAIN,PE6,5908,10681
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,DT34,0,172
2023-02,WEEKDAY,0,TRAIN,DT34,3,274
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,CC11,2699,2015
2023-02,WEEKDAY,20,TRAIN,CC11,11752,4677
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,DT27,943,1778
2023-02,WEEKDAY,21,TRAIN,DT27,2823,3561
2023-02,WEEKDAY,21,TRAIN,CE1/DT16,31910,10125
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,CE1/DT16,17806,4826
2023-02,WEEKDAY,16,TRAIN,EW29,16313,3606
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW29,4885,2609
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,TE12,345,1382
2023-02,WEEKDAY,8,TRAIN,TE12,1624,8646
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,TE22,1668,918
2023-02,WEEKDAY,20,TRAIN,TE22,2118,1453
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,DT20,874,358
2023-02,WEEKDAY,23,TRAIN,DT20,1699,770
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,EW15,4793,3277
2023-02,WEEKDAY,16,TRAIN,EW15,21752,9447
2023-02,WEEKDAY,9,TRAIN,EW32,898,2638
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW32,784,344
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,NS7,5930,4597
2023-02,WEEKDAY,16,TRAIN,NS7,10950,10892
2023-02,WEEKDAY,23,TRAIN,NS15,2193,3016
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,NS15,707,1376
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,TE15,755,1270
2023-02,WEEKDAY,9,TRAIN,TE15,2208,4921
2023-02,WEEKDAY,22,TRAIN,EW26,4078,19626
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,EW26,2163,7942
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NE5,2083,2795
2023-02,WEEKDAY,12,TRAIN,NE5,4898,6313
2023-02,WEEKDAY,11,TRAIN,TE13,1371,1560
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,TE13,643,865
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,NE4/DT19,8953,21005
2023-02,WEEKDAY,10,TRAIN,NE4/DT19,18308,44567
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,NE7/DT12,12725,10630
2023-02,WEEKDAY,19,TRAIN,NE7/DT12,20263,23580
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,DT3,1208,2170
2023-02,WEEKDAY,19,TRAIN,DT3,2818,9426
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,NS2,8152,9527
2023-02,WEEKDAY,17,TRAIN,NS2,28541,36971
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,TE13,5,9
2023-02,WEEKDAY,0,TRAIN,TE13,22,28
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,TE18,1931,1989
2023-02,WEEKDAY,18,TRAIN,TE18,7816,5248
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,EW30,27,240
2023-02,WEEKDAY,23,TRAIN,EW30,60,282
2023-02,WEEKDAY,10,TRAIN,SW7,1985,854
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,SW7,1160,422
2023-02,WEEKDAY,18,TRAIN,PE5,3820,8928
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,PE5,1237,1811
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE11,2096,2054
2023-02,WEEKDAY,13,TRAIN,NE11,5088,3802
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,PW3,88,212
2023-02,WEEKDAY,22,TRAIN,PW3,199,497
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,TE12,685,435
2023-02,WEEKDAY,18,TRAIN,TE12,4237,1519
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,SE3,325,1121
2023-02,WEEKDAY,20,TRAIN,SE3,576,3388
2023-02,WEEKDAY,12,TRAIN,DT13,6135,8143
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,DT13,2964,3690
2023-02,WEEKDAY,20,TRAIN,TE3,2022,6096
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,TE3,649,1868
2023-02,WEEKDAY,23,TRAIN,NS16,5118,14856
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,NS16,2029,6276
2023-02,WEEKDAY,5,TRAIN,CC11,849,871
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,CC11,178,102
2023-02,WEEKDAY,9,TRAIN,TE13,949,2550
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,TE13,386,719
2023-02,WEEKDAY,17,TRAIN,EW9,20457,18638
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,EW9,7259,8577
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,TE3,2259,1679
2023-02,WEEKDAY,17,TRAIN,TE3,7860,7620
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,CC10/DT26,1503,3517
2023-02,WEEKDAY,22,TRAIN,CC10/DT26,3550,7683
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,PE6,489,1016
2023-02,WEEKDAY,22,TRAIN,PE6,1228,2587
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,TE5,1211,465
2023-02,WEEKDAY,9,TRAIN,TE5,2863,950
2023-02,WEEKDAY,13,TRAIN,NS27/CE2/TE20,1639,3201
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS27/CE2/TE20,851,1425
2023-02,WEEKDAY,0,TRAIN,NS24/NE6/CC1,243,204
2023-02,WEEKENDS/HOLIDAY,0,TRAIN,NS24/NE6/CC1,111,94
2023-02,WEEKDAY,14,TRAIN,BP9,1525,1400
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,BP9,757,623
2023-02,WEEKDAY,19,TRAIN,EW24/NS1,79007,57629
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,EW24/NS1,25558,18733
2023-02,WEEKENDS/HOLIDAY,12,TRAIN,NS23,5419,11864
2023-02,WEEKDAY,12,TRAIN,NS23,11307,20210
2023-02,WEEKDAY,21,TRAIN,PE4,414,1214
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,PE4,258,526
2023-02,WEEKDAY,13,TRAIN,NE4/DT19,44980,38307
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE4/DT19,18871,21095
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,PE5,523,1713
2023-02,WEEKDAY,20,TRAIN,PE5,1157,5299
2023-02,WEEKDAY,20,TRAIN,TE13,1375,660
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,TE13,439,340
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,CC26,795,605
2023-02,WEEKDAY,15,TRAIN,CC26,2409,1758
2023-02,WEEKDAY,22,TRAIN,NS19,8523,18934
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,NS19,3383,7607
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,NS8,3174,4069
2023-02,WEEKDAY,21,TRAIN,NS8,7262,12052
2023-02,WEEKDAY,11,TRAIN,PE2,3561,1778
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,PE2,2179,1118
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,EW28,8643,3528
2023-02,WEEKDAY,11,TRAIN,EW28,13059,7303
2023-02,WEEKDAY,10,TRAIN,EW14/NS26,9641,32358
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW14/NS26,2487,5829
2023-02,WEEKDAY,14,TRAIN,CC4/DT15,7895,8617
2023-02,WEEKENDS/HOLIDAY,14,TRAIN,CC4/DT15,4232,5684
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,EW3,2880,1997
2023-02,WEEKDAY,7,TRAIN,EW3,24012,19621
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,EW12/DT14,3309,8019
2023-02,WEEKDAY,8,TRAIN,EW12/DT14,12541,51234
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,DT8,528,975
2023-02,WEEKDAY,19,TRAIN,DT8,6354,3154
2023-02,WEEKENDS/HOLIDAY,11,TRAIN,NE9,7524,4912
2023-02,WEEKDAY,11,TRAIN,NE9,14677,9466
2023-02,WEEKENDS/HOLIDAY,19,TRAIN,CC17/TE9,864,1163
2023-02,WEEKDAY,19,TRAIN,CC17/TE9,3639,6039
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT30,2467,1097
2023-02,WEEKDAY,8,TRAIN,DT30,18128,3282
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,PW5,767,1653
2023-02,WEEKDAY,18,TRAIN,PW5,1975,4447
2023-02,WEEKDAY,17,TRAIN,PE5,4785,6374
2023-02,WEEKENDS/HOLIDAY,17,TRAIN,PE5,1666,1643
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT33,3992,3698
2023-02,WEEKDAY,16,TRAIN,DT33,7728,12064
2023-02,WEEKDAY,9,TRAIN,PW4,3206,2020
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,PW4,1348,964
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,BP12,220,446
2023-02,WEEKDAY,21,TRAIN,BP12,437,1455
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,EW16/NE3/TE17,2715,2098
2023-02,WEEKDAY,22,TRAIN,EW16/NE3/TE17,8858,4853
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,SW2,594,370
2023-02,WEEKDAY,7,TRAIN,SW2,8095,2585
2023-02,WEEKENDS/HOLIDAY,18,TRAIN,CC21,2420,2409
2023-02,WEEKDAY,18,TRAIN,CC21,7921,11590
2023-02,WEEKDAY,7,TRAIN,DT6,6715,13034
2023-02,WEEKENDS/HOLIDAY,7,TRAIN,DT6,593,1134
2023-02,WEEKENDS/HOLIDAY,22,TRAIN,BP12,129,393
2023-02,WEEKDAY,22,TRAIN,BP12,203,1125
2023-02,WEEKDAY,6,TRAIN,NS16,42261,24576
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,NS16,7259,3781
2023-02,WEEKDAY,13,TRAIN,NS10,22169,18986
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NS10,11857,9559
2023-02,WEEKDAY,8,TRAIN,DT8,3464,8484
2023-02,WEEKENDS/HOLIDAY,8,TRAIN,DT8,1024,1057
2023-02,WEEKENDS/HOLIDAY,21,TRAIN,CC14,660,1377
2023-02,WEEKDAY,21,TRAIN,CC14,2061,3931
2023-02,WEEKDAY,13,TRAIN,NE10,11587,9009
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,NE10,4780,4119
2023-02,WEEKDAY,5,TRAIN,EW31,335,908
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,EW31,122,106
2023-02,WEEKENDS/HOLIDAY,23,TRAIN,BP9,35,238
2023-02,WEEKDAY,23,TRAIN,BP9,73,503
2023-02,WEEKDAY,9,TRAIN,EW7,12228,8881
2023-02,WEEKENDS/HOLIDAY,9,TRAIN,EW7,4785,3772
2023-02,WEEKDAY,5,TRAIN,BP12,2400,126
2023-02,WEEKENDS/HOLIDAY,5,TRAIN,BP12,378,29
2023-02,WEEKENDS/HOLIDAY,10,TRAIN,EW26,10958,3841
2023-02,WEEKDAY,10,TRAIN,EW26,18822,6394
2023-02,WEEKENDS/HOLIDAY,6,TRAIN,TE18,108,473
2023-02,WEEKDAY,6,TRAIN,TE18,667,1132
2023-02,WEEKDAY,20,TRAIN,EW27,25019,42015
2023-02,WEEKENDS/HOLIDAY,20,TRAIN,EW27,9111,15837
2023-02,WEEKDAY,15,TRAIN,NS21/DT11,31137,32767
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,NS21/DT11,14818,15199
2023-02,WEEKDAY,15,TRAIN,EW3,11933,12185
2023-02,WEEKENDS/HOLIDAY,15,TRAIN,EW3,4329,4617
2023-02,WEEKDAY,13,TRAIN,CC27,1794,2534
2023-02,WEEKENDS/HOLIDAY,13,TRAIN,CC27,573,471
2023-02,WEEKDAY,16,TRAIN,DT21,5127,3621
2023-02,WEEKENDS/HOLIDAY,16,TRAIN,DT21,2290,1895
